interviewMode,weights,PRE_VotePresident,approvalOfPresidentCovidResponse,PRE_RaceOutcomePrediction,PRE_ThermoBiden,PRE_ThermoTrump,PRE_ThermoHarris,PRE_ThermoPence,PRE_ThermoObama,PRE_ThermoDemParty,PRE_ThermoRepParty,PRE_ParentNativeStatus,PRE_YearsAtAddress,Sex,PRE_SummaryVoteDutyChoice,PRE_PartyID,PRE_ScaleSpendingServices,PRE_CountryDirection,PRE_GovTrust,PRE_EconomyView,PRE_AbortionRightsSC,Age,EducationLevel,WorkStatus,Income,Race,StateRegistration,HouseholdChildren,PRE_PartyMoreHouseMembers,PRE_FederalSpendingKnowledge,PRE_VoteAccuracy,PRE_SurveySeriousness,PRE_ScaleDefenseSpending,PRE_ScaleMedInsurance,PRE_CorruptionView,PRE_ScaleGovAssistanceBlacks,PRE_ScaleJobIncome,POST_Voted2020,POST_VotePresident,POST_VoteAccuracy,POST_ThermoHarris,POST_ThermoPence,POST_ThermoBiden,POST_ThermoTrump,POST_ProblemMention,mentionFox,mentionABC,mentionCNN
3,0.41,2,1,1,0,100,0,100,30,0,100,1,8.0,1,1,7,2,2,3,4,2,53.4,6,1,4,1,22,3,2,0,1,4,5,5,2,7,6,2,2,4,15,100,30,100,83,1,0,0
3,0.77,2,1,1,15,85,0,100,15,15,40,1,13.0,1,2,5,1,2,4,1,3,49.0,6,1,15,5,40,3,1,0,1,5,6,3,2,7,7,2,2,4,0,100,30,95,24,1,0,0
3,1.26,1,4,1,50,50,50,30,70,40,60,1,5.0,1,7,5,3,3,4,2,3,37.0,7,1,20,3,36,3,1,0,5,5,2,3,3,5,7,1,1,1,50,50,60,15,81,1,0,1
3,1.04,2,2,1,40,100,50,100,50,40,85,1,40.0,2,1,5,5,3,3,3,3,80.0,3,2,7,1,47,0,1,0,4,5,5,4,3,6,5,2,2,2,15,100,15,100,47,1,1,1
3,1.37,1,4,1,100,0,100,0,100,100,0,1,10.0,2,7,1,7,1,4,4,3,72.0,2,2,17,1,12,0,1,0,5,2,5,3,1,1,3,2,1,1,95,3,100,0,83,0,0,1
3,0.34,2,1,1,0,100,0,100,0,0,100,1,3.0,1,1,7,4,4,3,3,1,51.0,2,2,1,1,47,0,1,0,1,4,7,7,3,7,7,2,2,4,0,100,0,100,83,0,1,0
3,0.6,1,4,1,85,0,70,0,100,70,15,1,3.0,1,1,3,5,1,4,5,2,70.0,6,2,15,1,12,0,1,1,4,5,4,2,1,2,3,2,1,1,70,0,85,0,82,0,0,1
3,1.03,1,4,1,85,0,100,0,100,85,0,1,17.0,2,4,1,7,1,3,3,3,45.0,5,2,5,2,37,0,2,1,1,5,5,2,1,3,1,2,1,1,100,0,100,0,82,1,1,1
3,0.67,1,4,1,60,0,70,0,85,30,0,1,5.0,2,1,3,7,1,5,4,2,31.0,6,1,21,1,42,0,1,0,4,5,1,1,1,2,1,2,1,1,98,0,99,0,48,0,0,0
3,0.41,1,4,1,85,0,85,15,100,75,15,1,7.0,1,1,3,6,2,4,3,3,72.0,7,2,13,1,17,0,1,0,4,5,5,3,1,2,3,2,1,1,85,15,85,0,17,0,0,0
3,1.21,2,1,2,15,95,10,95,0,5,75,1,40.0,1,1,5,1,4,4,2,1,71.0,7,2,13,1,16,0,1,0,3,5,5,7,2,7,6,2,2,3,0,100,15,100,49,1,0,0
3,0.46,2,1,2,0,100,0,100,0,0,70,1,5.0,1,1,7,2,4,5,2,1,67.0,3,2,20,6,8,0,1,0,3,5,5,6,2,7,6,2,2,3,0,100,0,100,48,1,0,0
3,0.64,2,2,2,75,40,50,100,90,30,30,1,2.0,2,1,4,5,2,2,2,3,36.0,7,1,14,1,34,4,1,1,5,5,2,4,3,3,6,2,3,2,40,85,50,30,47,0,0,0
3,1.64,2,1,2,15,100,30,100,30,0,85,1,25.0,1,1,5,3,3,4,3,3,58.0,7,1,17,1,34,1,1,0,4,5,6,7,2,7,7,2,2,2,0,90,0,100,49,1,0,0
3,0.6,2,1,2,50,85,0,100,15,0,60,1,40.0,1,7,6,3,3,4,3,3,64.0,3,1,14,1,18,0,1,0,2,5,5,6,3,7,7,2,2,2,0,100,49,90,82,0,0,0
3,2.49,1,4,2,60,0,50,50,60,50,50,1,34.0,1,7,4,7,1,5,5,3,34.0,2,2,1,3,48,1,1,1,3,5,7,5,1,4,1,1,1,5,50,50,100,0,82,0,0,0
3,0.92,1,4,1,90,0,90,0,98,90,0,1,3.0,2,1,1,7,2,4,5,2,36.0,7,1,20,6,6,0,1,1,2,5,2,1,1,1,1,2,1,4,98,0,90,0,17,0,0,0
3,6.62,1,1,2,50,70,50,50,85,70,70,3,8.0,1,7,2,6,3,4,4,2,44.0,2,1,18,3,36,0,2,0,2,5,6,1,3,5,4,2,1,3,70,50,85,50,24,0,0,0
3,0.76,2,2,1,30,70,30,60,30,30,70,1,5.0,2,1,5,4,3,4,2,3,54.0,7,1,22,1,19,0,1,1,4,5,4,4,3,6,6,2,2,2,40,70,50,60,47,0,0,0
3,1.09,1,4,1,55,0,70,25,75,40,10,1,2.0,1,5,2,5,2,4,3,2,28.0,8,1,17,1,6,0,1,1,3,5,2,2,1,3,2,2,1,1,80,30,70,0,82,1,0,1
3,1.07,2,3,1,30,60,50,85,80,50,85,1,14.0,1,1,7,2,1,4,2,3,64.2,2,1,13,3,12,0,2,0,4,5,6,3,3,6,2,2,2,2,50,85,50,85,50,0,0,0
3,0.4,2,1,1,40,100,15,100,15,15,100,2,25.0,2,1,7,3,4,3,2,1,77.0,3,2,6,1,6,0,1,0,3,5,5,6,3,4,7,2,2,2,0,100,15,100,83,1,0,0
3,0.43,2,1,1,0,90,0,100,0,0,70,1,37.0,1,1,5,2,3,4,2,1,70.0,7,2,9,1,25,0,1,1,3,5,7,7,3,7,7,2,2,2,0,85,0,100,78,1,0,0
3,1.91,2,1,1,50,70,40,50,80,40,60,1,15.0,2,2,6,4,3,4,4,1,28.0,1,2,1,1,20,3,1,0,3,5,5,5,2,3,4,0,1,4,0,0,15,15,82,1,1,0
3,0.47,1,4,1,60,0,70,0,85,40,30,3,20.0,2,4,3,5,2,3,4,2,30.0,7,1,17,3,11,0,1,1,3,4,3,2,1,3,3,2,1,2,85,0,70,0,47,0,0,1
3,0.3,1,4,2,70,0,85,15,100,70,15,1,8.0,1,1,1,7,1,3,4,2,37.0,3,1,10,1,12,0,1,0,2,5,1,1,1,2,2,2,1,2,85,0,60,0,17,0,0,1
3,0.8,2,2,1,30,85,40,85,60,30,85,1,23.0,2,5,7,6,3,2,3,3,45.0,2,1,16,1,6,1,1,1,4,5,6,6,3,5,5,2,2,3,15,85,30,85,82,1,0,0
3,2.11,1,4,1,62,0,68,0,87,68,0,1,19.0,1,5,1,6,2,4,4,2,68.0,6,2,19,1,6,0,1,0,3,4,2,1,1,1,3,2,1,2,85,0,70,0,48,0,0,1
3,1.42,2,1,1,30,85,70,100,30,0,60,1,40.0,2,4,6,5,3,4,3,2,80.0,3,2,10,1,22,0,1,0,3,5,4,4,3,4,4,0,2,2,50,70,50,50,83,0,1,0
3,0.52,2,2,2,15,85,0,70,0,0,70,3,5.0,2,7,6,1,3,3,2,3,41.0,2,1,13,4,36,2,1,0,3,5,5,5,2,7,6,2,2,4,0,85,0,100,50,1,0,0
3,0.68,1,4,1,75,0,90,10,100,60,0,1,0.0,2,1,1,7,2,4,4,2,32.0,7,1,22,1,36,0,1,0,4,5,4,1,1,1,1,2,1,1,100,15,85,0,32,1,0,0
3,2.85,4,3,1,0,0,0,0,0,0,0,1,1.0,1,6,3,6,1,4,5,1,24.0,6,1,12,1,20,0,1,0,2,5,1,1,1,3,1,0,3,2,0,0,2,0,83,0,0,1
3,0.8,1,4,2,70,0,70,0,90,65,0,1,0.0,2,1,1,5,2,4,5,2,57.0,7,2,21,1,53,2,1,0,3,5,2,2,1,2,2,2,1,2,80,0,73,0,32,0,0,1
3,2.82,1,4,1,100,0,100,0,100,100,0,1,9.0,1,4,1,5,4,4,3,3,42.0,1,1,10,2,34,2,2,0,3,4,5,3,1,3,3,2,1,5,85,30,60,0,83,0,1,1
3,1.47,3,1,2,55,52,0,0,80,46,70,1,25.0,2,5,6,2,2,4,2,1,26.0,8,1,10,1,26,0,2,1,2,5,4,5,3,5,7,1,1,2,60,30,60,30,82,0,0,0
3,0.69,1,4,1,85,0,85,0,100,70,15,1,15.0,1,7,1,5,1,4,3,2,50.0,8,1,18,1,37,1,1,0,4,5,3,2,1,2,4,2,1,1,85,0,85,0,82,0,0,1
3,0.79,1,4,1,70,0,85,15,85,60,50,1,15.0,1,1,4,6,3,5,4,2,46.0,7,1,19,1,26,2,1,1,4,5,5,5,1,2,2,2,1,2,100,15,85,0,82,1,1,1
3,0.53,1,4,1,50,0,60,0,85,60,0,1,12.0,1,1,2,5,1,3,4,2,52.0,3,2,8,2,6,0,1,0,4,4,3,3,1,2,3,2,1,1,85,0,70,0,32,0,0,0
3,0.44,2,2,1,30,100,50,50,30,30,100,1,25.0,2,2,7,4,2,1,3,1,35.0,3,1,1,1,47,1,1,1,3,5,6,4,3,5,5,2,2,3,0,85,0,85,83,0,0,0
3,0.64,1,4,1,70,0,70,30,85,60,50,1,10.0,1,1,2,4,1,3,3,3,76.0,3,2,17,1,45,0,2,0,4,4,4,4,1,4,2,2,1,1,90,40,90,15,82,1,1,1
3,0.74,1,4,2,100,0,85,0,100,60,0,1,10.0,2,1,1,4,1,4,4,2,63.0,5,1,18,1,24,0,1,0,4,5,1,1,1,2,3,2,1,1,100,0,100,0,81,0,0,0
3,0.42,1,4,1,60,0,70,15,100,60,0,1,4.0,1,5,4,1,2,3,4,3,39.0,6,1,18,3,47,0,1,0,3,5,4,6,1,1,4,2,1,1,85,40,85,0,47,0,0,1
3,1.96,2,2,2,30,100,0,50,15,0,85,3,21.0,1,7,6,2,5,2,1,3,28.0,6,1,21,4,17,0,1,0,4,5,4,7,2,7,7,2,2,5,0,85,15,100,49,0,0,0
3,0.48,1,3,2,60,40,60,50,100,50,50,1,17.0,1,5,4,3,2,4,3,3,66.0,3,2,10,1,21,0,2,1,2,5,5,3,3,4,4,2,2,2,0,100,0,100,83,0,0,1
3,0.67,1,4,1,95,0,95,20,100,85,30,1,13.0,2,5,3,5,2,2,4,2,45.0,7,1,9,1,29,0,1,0,4,5,5,3,3,3,3,2,1,2,99,20,100,0,83,0,0,1
3,0.43,1,4,2,85,0,85,15,100,85,15,1,10.0,1,1,1,7,2,3,4,2,69.0,7,1,12,1,25,0,1,1,4,5,1,1,1,1,1,2,1,1,100,0,85,0,82,0,0,1
3,2.95,2,2,1,0,85,0,85,0,0,70,1,33.0,1,6,7,4,2,3,2,1,59.0,1,1,16,1,24,0,1,0,3,5,5,6,3,7,5,1,2,5,0,100,15,85,82,1,0,0
3,0.78,1,4,1,85,34,85,50,90,60,0,1,10.0,1,1,4,4,3,4,3,2,79.0,3,2,20,1,48,0,2,0,2,5,3,3,1,3,4,2,1,2,85,50,70,0,32,0,0,0
3,0.51,2,1,1,0,70,0,70,0,0,60,1,10.0,2,1,7,2,3,5,2,3,80.0,3,2,5,1,39,0,1,1,2,5,6,6,3,6,7,2,2,3,0,60,0,60,50,0,1,0
3,0.88,1,4,1,40,0,50,15,60,0,0,1,12.0,1,5,4,2,2,4,3,2,38.0,6,1,21,1,51,0,1,0,4,4,4,2,1,3,5,2,1,1,35,0,40,0,83,0,0,0
3,0.42,1,4,1,85,15,70,40,85,70,40,1,7.0,2,1,3,5,3,3,3,2,74.0,4,2,12,1,26,0,1,0,4,5,3,4,3,3,4,2,1,2,60,30,70,0,50,0,0,0
3,0.82,1,4,1,100,10,95,20,100,90,40,1,1.0,2,3,3,5,2,3,4,2,54.0,5,1,17,2,37,0,2,0,5,5,4,2,1,2,4,2,1,1,100,5,99,0,82,1,1,1
3,0.73,1,3,1,60,0,60,15,85,40,40,1,8.0,2,3,4,5,4,3,4,2,45.0,7,1,2,1,21,0,1,0,5,5,2,3,1,2,3,2,1,1,95,0,90,0,47,0,0,0
3,0.61,1,4,1,40,0,70,40,60,40,30,1,0.0,2,7,4,4,2,4,4,2,42.0,5,1,15,1,16,3,2,0,4,5,5,2,1,2,2,2,1,2,60,15,40,0,82,1,0,1
3,0.57,2,1,1,0,100,0,100,0,0,100,1,40.0,1,7,7,1,3,5,1,1,75.0,6,2,10,1,20,0,1,0,5,5,6,7,3,4,7,2,2,2,0,100,0,100,82,1,0,0
3,1.48,2,3,1,0,60,40,50,40,0,50,1,2.0,2,7,6,3,1,3,4,2,33.0,2,1,6,1,53,2,1,0,3,5,4,2,2,5,4,2,2,2,15,60,10,85,82,1,0,1
3,0.46,1,4,1,60,0,75,10,90,80,5,2,6.0,1,2,3,6,1,5,4,2,40.0,3,2,2,3,36,1,1,0,1,5,5,5,1,3,5,2,1,2,95,10,90,0,81,0,0,0
3,1.15,2,2,1,15,100,50,100,0,15,100,1,13.0,2,1,6,5,4,3,2,2,56.0,3,1,15,1,34,1,1,0,1,5,6,5,1,4,5,2,2,2,0,100,0,100,82,0,0,0
3,2.32,2,2,1,0,85,0,100,15,0,85,1,6.0,1,5,5,1,1,3,3,3,44.0,5,1,11,1,6,0,1,0,3,5,6,7,2,4,7,2,2,3,0,85,15,85,83,1,0,1
3,2.06,1,4,1,100,40,100,70,100,100,40,2,40.0,2,1,1,4,4,4,4,1,80.0,2,2,16,3,48,0,1,0,4,4,5,5,1,3,3,2,1,2,85,30,85,0,82,0,1,1
3,1.96,1,4,1,100,0,70,0,100,100,0,1,3.0,2,7,1,5,1,5,4,2,25.0,5,1,15,1,26,0,2,0,4,5,5,1,1,1,3,2,1,2,100,0,100,0,50,0,0,0
3,3.58,2,1,2,0,100,0,85,50,15,85,1,10.0,1,3,7,6,4,2,2,3,26.0,2,1,14,1,22,1,2,0,5,4,5,5,2,4,4,1,2,4,0,70,0,100,82,0,0,0
3,0.6,1,4,1,85,0,90,0,85,85,0,1,13.0,1,1,1,6,2,4,5,2,75.0,6,2,18,1,32,0,1,1,4,5,4,3,1,2,2,2,1,1,100,0,85,0,82,0,1,1
3,2.26,1,4,2,85,0,100,0,100,85,30,1,32.0,2,1,1,6,1,4,4,2,68.0,2,2,21,1,34,1,1,0,4,5,5,2,1,1,1,2,1,1,100,0,100,0,82,0,0,1
3,1.74,2,2,1,50,75,35,70,75,20,50,1,6.0,1,6,5,4,4,4,5,2,27.0,3,1,6,1,30,1,2,0,4,5,4,4,3,4,4,0,2,2,40,70,50,70,83,1,0,0
3,1.01,1,4,1,70,0,85,15,100,75,0,2,14.0,2,1,1,6,2,4,3,2,46.0,5,1,15,3,8,1,2,1,3,5,3,2,1,2,3,2,1,2,85,30,85,0,48,1,0,1
3,0.49,2,1,1,15,85,0,100,0,5,85,1,4.0,1,2,7,1,4,3,2,1,71.0,3,2,8,1,5,0,1,1,3,5,6,6,1,5,6,2,2,2,1,98,2,95,83,1,0,0
3,0.95,1,4,1,80,0,100,0,100,90,0,1,15.0,2,1,1,7,1,3,4,2,49.0,7,1,22,1,36,1,2,0,4,5,1,1,1,1,2,2,1,1,100,0,95,0,82,0,0,1
3,2.75,1,4,2,85,15,75,0,100,70,15,1,29.0,1,1,3,5,2,4,3,2,57.0,2,1,14,2,39,0,2,0,5,5,2,1,1,2,4,2,1,1,85,10,85,10,24,0,0,1
3,0.49,1,4,1,60,0,40,15,30,50,50,1,12.0,2,1,5,4,1,4,2,1,80.0,6,2,15,1,27,0,1,0,4,5,4,6,1,3,6,2,1,1,60,0,85,0,82,0,0,1
3,0.56,2,1,2,15,100,0,85,15,0,70,1,17.0,2,1,7,3,3,3,3,1,66.0,3,1,10,1,39,0,1,1,3,5,5,5,3,7,7,2,2,3,0,100,15,90,49,1,0,0
3,0.47,3,1,1,30,100,40,70,50,20,100,3,1.0,2,4,6,5,3,1,3,2,43.0,4,1,17,3,6,0,1,0,2,4,1,5,1,2,4,2,2,4,40,50,60,50,83,0,0,0
3,0.37,2,1,2,0,100,50,100,0,0,100,1,3.0,2,7,7,5,5,2,3,3,55.0,3,1,10,1,17,0,2,0,1,5,7,7,2,7,1,2,2,5,0,100,0,100,48,1,1,0
3,0.54,1,2,1,50,50,50,50,50,50,50,1,8.0,1,7,5,4,3,4,2,3,64.0,7,1,13,1,23,0,1,1,3,4,4,4,3,4,5,0,2,2,15,50,15,15,83,0,0,0
3,0.39,1,4,2,100,0,88,60,85,85,30,1,0.0,1,1,5,1,3,5,3,2,80.0,7,2,10,1,16,0,2,1,4,4,4,4,1,5,4,2,1,2,100,40,85,0,24,0,0,0
3,0.47,1,4,1,65,0,85,5,85,70,10,3,5.0,2,1,3,5,1,4,5,2,57.0,3,1,8,5,25,0,1,0,3,5,2,1,1,2,4,2,1,1,95,15,90,5,81,0,1,1
3,0.92,1,4,1,90,0,98,10,99,85,50,2,1.0,2,1,2,7,3,5,3,3,32.0,3,1,10,2,13,1,1,1,4,5,1,1,1,1,1,2,1,4,100,50,85,0,32,0,0,0
3,1.63,2,2,1,0,100,0,85,15,0,100,1,32.0,1,1,6,3,3,3,3,3,53.0,2,1,15,1,29,1,1,0,3,5,5,7,2,7,7,2,2,2,0,70,0,85,81,0,0,0
3,0.73,2,1,1,0,95,0,90,0,0,85,1,31.0,2,7,7,1,3,3,2,2,68.0,6,1,14,1,39,0,1,0,2,5,7,6,3,1,6,2,2,4,0,100,0,100,49,1,0,0
3,0.46,1,4,1,70,25,70,35,85,50,40,1,9.0,2,1,3,4,2,3,2,2,67.0,6,1,16,1,12,0,1,0,4,5,6,3,3,3,4,2,1,1,70,40,70,30,81,0,1,0
3,0.84,2,1,1,0,100,0,100,0,0,100,1,1.0,2,3,6,4,2,4,3,1,26.0,6,1,16,1,39,2,2,1,1,5,4,4,2,3,5,2,2,3,10,74,13,68,83,0,0,0
3,1.15,1,4,2,100,0,100,40,85,100,70,1,20.0,2,1,2,7,2,5,5,2,50.0,1,1,1,2,10,1,1,0,2,4,7,3,3,1,5,2,1,1,100,0,100,0,83,0,1,0
3,0.96,1,4,1,64,0,70,50,100,50,50,1,3.0,2,5,4,4,3,5,4,3,33.0,3,1,2,5,31,3,2,0,3,1,3,2,1,2,2,1,1,3,85,60,70,50,83,0,1,0
3,0.37,5,1,1,40,60,30,70,100,30,70,1,30.0,2,2,1,7,1,2,2,3,58.0,6,1,9,1,18,0,2,0,1,5,6,1,3,7,1,2,2,2,40,60,85,40,81,0,0,0
3,0.5,1,4,1,70,0,70,30,100,70,30,1,2.0,2,2,2,4,1,4,2,2,36.0,5,1,17,1,55,2,1,0,4,5,4,1,1,3,4,2,1,1,60,20,75,0,81,0,0,0
3,2.11,3,3,1,70,30,70,30,100,70,30,1,3.0,2,4,6,2,2,4,1,1,46.0,2,2,22,2,13,0,2,0,3,4,4,3,3,2,3,1,1,5,50,100,60,0,82,1,0,0
3,3.96,1,4,1,30,15,50,50,70,85,30,1,12.0,2,6,3,4,2,4,2,2,30.0,2,2,5,6,28,4,2,1,2,4,5,3,2,4,2,1,1,3,50,20,60,30,32,1,1,0
3,0.46,1,4,2,85,15,90,30,85,70,0,1,26.0,1,1,2,5,3,2,4,2,78.0,7,2,9,1,24,0,1,1,4,5,4,3,1,3,4,2,1,1,90,20,85,0,82,0,1,1
3,0.55,2,4,1,85,0,85,50,85,85,50,1,18.0,2,1,1,5,2,3,3,3,70.0,1,2,2,2,39,3,2,1,3,3,6,1,1,1,1,2,1,2,85,50,85,18,32,0,0,1
3,0.77,2,2,1,60,60,46,50,40,50,60,1,0.0,2,4,5,4,3,4,3,3,53.0,4,1,18,1,18,0,2,0,3,5,4,4,3,4,4,2,2,2,50,60,40,60,82,0,0,0
3,1.75,1,4,1,85,0,100,0,100,85,15,1,6.0,2,1,3,4,1,4,4,2,59.0,7,1,22,6,41,0,1,1,4,4,3,3,1,2,2,2,1,1,100,0,85,0,82,0,0,1
3,0.34,2,1,1,0,100,0,100,0,0,70,2,9.0,1,3,5,1,3,5,2,1,39.0,6,1,15,1,34,0,1,0,1,5,7,7,2,4,7,2,2,4,0,100,0,100,49,1,0,0
3,0.58,1,4,2,100,0,70,1,100,80,30,2,18.0,2,1,2,4,1,2,4,2,46.0,3,1,8,6,6,0,1,1,4,5,4,2,1,4,5,2,1,1,70,2,100,0,82,0,0,0
3,1.17,2,3,1,30,70,30,60,60,30,70,1,5.0,2,2,6,5,4,3,2,3,69.0,1,2,2,1,35,0,2,0,3,4,5,5,3,5,6,0,2,2,40,60,40,60,32,0,1,1
3,0.52,2,2,2,50,60,30,50,60,40,40,1,10.0,1,6,4,3,3,3,2,3,80.0,6,2,15,1,12,0,1,0,3,5,4,5,2,4,6,2,2,4,10,70,40,60,83,1,0,0
3,0.47,1,4,1,80,0,100,0,90,70,0,1,0.0,2,6,2,5,3,2,4,2,31.0,8,1,22,1,53,0,1,1,4,5,1,1,1,1,2,2,1,1,95,10,90,0,82,0,0,1
3,0.87,2,1,1,10,95,0,95,0,0,80,1,9.0,1,5,5,1,2,4,1,3,49.0,8,1,20,1,6,1,1,1,3,5,5,7,3,7,7,2,2,4,0,95,10,90,83,1,0,0
3,0.52,1,4,1,85,0,100,0,85,85,0,1,6.0,1,1,1,4,1,4,4,2,41.0,3,1,15,1,17,0,1,0,4,5,2,2,1,1,1,2,1,1,85,0,85,0,47,0,0,1
3,0.73,1,4,2,70,15,70,15,85,85,15,1,4.0,1,1,1,7,1,4,5,3,58.0,3,2,7,2,28,0,2,1,4,4,3,5,1,1,3,2,1,2,2,8,2,9,32,0,0,1
3,0.7,1,4,1,50,0,85,0,70,15,0,1,2.0,1,4,3,5,2,2,5,2,32.0,7,1,21,3,25,0,2,1,4,5,1,2,1,2,3,2,1,2,85,0,60,0,47,0,0,1
3,1.49,1,4,1,70,0,70,0,90,85,10,3,22.0,1,6,2,5,2,3,3,2,22.0,3,1,16,3,48,1,2,1,3,4,3,1,1,2,4,2,1,2,80,2,2,0,83,0,0,1
3,0.81,1,3,2,60,0,60,50,70,50,50,1,9.0,1,5,6,3,3,4,2,3,59.0,6,1,18,1,37,0,1,1,4,5,5,3,1,7,6,2,1,1,85,40,100,0,48,0,0,0
3,0.89,1,4,1,85,0,40,0,90,60,0,1,3.0,1,1,2,6,1,4,2,2,29.0,6,1,8,1,36,0,2,0,1,5,4,1,1,4,3,2,1,2,85,15,85,0,83,0,1,1
3,1.43,2,1,1,0,85,15,70,30,0,85,1,30.0,2,1,7,2,5,4,2,1,69.0,3,1,19,1,53,0,1,0,3,5,6,7,3,6,7,2,2,4,0,100,0,90,48,1,0,0
3,1.19,2,1,2,0,55,0,50,10,10,60,1,12.0,1,7,4,3,1,5,4,1,39.0,5,2,1,1,36,0,2,0,1,4,4,5,1,4,5,0,2,4,0,70,0,85,82,0,0,0
3,0.93,1,4,1,70,0,90,10,85,75,10,1,12.0,1,1,4,7,1,2,4,2,39.0,3,2,12,1,1,1,1,1,4,5,1,1,1,1,2,1,1,1,100,40,75,5,24,1,0,1
3,2.02,2,1,1,0,100,0,100,0,0,100,1,25.0,2,1,7,2,3,3,5,2,64.0,2,2,3,1,34,0,1,0,3,5,7,5,2,4,5,0,2,2,0,30,0,100,83,0,0,0
3,0.31,1,4,1,100,8,100,30,100,60,30,1,18.0,2,4,6,4,1,3,4,2,53.0,7,1,21,1,17,0,2,1,4,4,4,6,1,2,4,2,1,1,88,0,88,0,82,0,1,1
3,1.43,2,1,1,0,86,0,85,30,30,60,1,0.0,1,6,5,4,4,2,2,1,65.0,2,1,10,1,22,0,1,0,2,5,5,6,2,7,6,2,2,2,0,100,0,85,83,0,0,0
3,3.19,1,4,2,85,0,50,50,70,70,40,1,3.0,1,7,4,3,1,4,4,2,36.0,2,1,4,3,19,0,2,0,2,5,7,7,1,5,1,1,1,4,15,40,15,0,81,0,0,0
3,0.28,1,4,1,100,0,50,15,70,60,15,1,35.0,2,1,3,4,3,4,3,2,76.0,7,2,21,1,36,0,1,1,4,5,4,3,1,3,5,2,1,2,70,15,100,0,82,0,0,1
3,2.81,1,4,1,100,0,100,0,100,100,0,1,27.0,2,1,1,7,1,2,5,2,59.0,6,1,19,2,21,0,1,0,5,5,6,2,1,4,5,2,1,1,100,0,100,0,32,0,0,1
3,0.41,2,1,1,0,100,0,100,0,15,85,3,0.0,1,1,7,3,5,4,2,1,51.0,7,2,15,4,6,1,1,0,3,5,5,6,3,7,6,2,2,3,0,100,0,100,32,1,0,0
3,0.72,2,1,2,40,70,30,30,85,40,70,2,0.0,1,7,7,3,4,3,2,2,49.0,3,1,21,6,39,1,2,0,3,5,7,1,2,6,5,2,2,2,15,30,30,85,32,0,0,0
3,0.33,1,4,1,85,15,90,0,100,70,10,1,2.0,1,1,1,7,2,4,4,2,29.0,6,1,7,1,37,0,1,0,4,5,5,1,1,2,2,2,1,1,95,0,90,5,82,0,0,1
3,0.98,1,4,2,50,0,60,0,75,60,7,3,20.0,1,4,2,6,2,4,3,3,29.0,6,1,15,4,17,0,1,0,4,3,2,1,1,1,2,2,1,1,85,20,75,0,82,0,0,1
3,0.91,2,2,1,30,60,0,50,60,40,40,1,1.0,1,1,4,7,3,3,4,1,47.0,3,1,10,3,48,1,2,0,3,5,7,1,3,7,4,2,2,2,0,60,35,55,83,0,0,0
3,0.36,1,4,1,90,0,90,0,90,80,0,1,14.0,2,1,1,6,3,4,4,2,64.0,8,2,17,1,35,0,1,1,4,4,3,4,1,3,4,2,1,2,100,0,100,0,82,0,1,1
3,0.42,1,4,2,100,0,100,0,100,100,0,1,5.0,1,1,1,7,3,4,5,2,66.0,4,2,2,5,28,0,1,0,5,5,5,1,1,1,1,2,1,1,100,0,100,0,32,0,0,1
3,0.59,1,4,1,85,0,85,0,100,70,0,1,1.0,2,1,1,5,1,4,5,2,35.0,3,2,10,1,8,2,2,0,3,5,2,1,1,3,3,2,1,2,100,0,70,0,81,0,0,0
3,0.33,2,1,1,40,90,0,85,15,10,90,1,25.0,1,1,7,3,3,3,4,1,80.0,2,1,7,1,48,0,1,0,4,5,6,5,3,2,6,2,2,4,0,100,0,100,47,1,0,0
3,0.53,2,2,1,15,85,0,85,15,40,60,1,3.0,1,6,7,3,5,4,2,3,59.0,2,1,22,1,55,1,1,0,3,5,6,7,3,6,6,2,2,3,15,70,30,85,50,1,1,0
3,0.62,2,1,1,15,85,10,85,10,15,77,1,2.0,2,2,7,4,4,4,3,3,74.0,6,2,16,1,18,0,1,0,2,5,5,5,3,5,5,2,2,5,15,85,15,85,82,1,1,0
3,0.69,1,4,2,95,0,90,0,100,70,0,1,36.0,1,1,6,5,1,3,4,3,73.0,3,2,9,1,20,0,1,1,4,5,3,2,1,2,7,2,1,2,100,4,86,0,83,0,1,1
3,0.67,1,4,1,90,0,90,0,99,85,25,3,20.0,1,1,1,7,2,3,2,2,29.0,7,2,21,3,27,0,1,1,3,5,6,5,1,1,1,2,2,2,43,67,50,47,83,0,1,1
3,0.36,2,1,1,50,70,50,85,60,30,70,1,16.8,2,1,7,4,3,3,4,1,80.0,3,2,8,2,55,0,2,0,4,4,5,5,2,4,4,2,2,2,0,100,0,100,50,1,0,0
3,0.3,2,1,2,0,85,0,70,0,0,70,2,11.2,1,2,5,1,3,3,1,1,59.8,6,1,3,3,13,0,1,0,3,4,6,6,2,6,6,2,2,5,0,70,0,85,83,1,0,0
3,0.31,1,4,2,60,0,70,15,70,60,0,1,25.0,2,1,4,7,2,4,4,2,66.4,7,1,13,1,6,0,1,0,2,5,1,1,1,2,2,2,1,2,70,0,70,0,82,0,0,0
3,0.67,1,1,1,60,50,50,60,60,50,50,1,25.0,1,6,2,4,2,4,3,2,54.0,3,1,10,1,25,0,2,0,4,5,4,5,3,4,4,0,2,2,60,60,50,60,83,0,0,0
